('盲目没有方向吗？指导后市如何操作，投资股票可以加wei信：371540346，指导买卖点和解套方法！方正证券(sh601901) 亚夏汽车(sz002607) 金信诺(sz300252) 旗滨集团(sh601636) 江苏国信(sz002608) 捷顺科技(sz002609)', '2018-07-24 14:06:02')
('MACD背离准确判断买卖点，一买就上涨,赚钱原来这么简单!$南京证券 sh601990$ $工业富联 sh601138$ $亚夏汽车 sz002607$ $江丰电子 sz300666$ 胡亦彰的秒...', '2018-06-23 23:21:47')
('京泉华（002885）：独角兽最新龙头横空出世，接力超频三一飞冲天$建新股份 sz300107$ $亚夏汽车 sz002607$ $中兴通讯 sz000063$ $华谊兄弟 sz300027$ 郑傅琦看盘...', '2018-06-23 23:03:09')
('龙虎榜：金田路4800万接亚夏汽车，中信上海分公司6300万买罗牛山$白云山 sh600332$ $华锋股份 sz002806$ $华兰生物 sz002007$ $中航飞机 sz000768$ 郑傅琦看盘...', '2018-06-23 22:53:01')
('重组成最大热门：亚夏汽车14板，深深宝A3连板，把握短线之势！$大华股份 sz002236$ $振德医疗 sh603301$ $浪潮信息 sz000977$ $招商银行 sh600036$ 郑傅琦看盘...', '2018-06-23 22:50:57')
('重组成最大热门：亚夏汽车14板，深深宝A3连板，把握短线之势！$分众传媒 sz002027$ $五粮液 sz000858$ $舍得酒业 sh600702$ $中信证券 sh600030$ 郑傅琦看盘...', '2018-06-23 22:50:39')
('重组成最大热门：亚夏汽车14板，深深宝A3连板，把握短线之势！$中信证券 sh600030$ $建设银行 sh601939$ $贵州茅台 sh600519$ $保利地产 sh600048$ 郑傅琦看盘...', '2018-06-23 22:50:26')
('上海炒股天才终于把“成交量”讲明白了，一旦掌握，股市是取款机$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-23 22:34:01')
('发布了头条文章：《一旦遇见“内盘外盘”洗盘信号，打死也不要卖，必有一波翻倍行情》 新股份 sz300107$ $亚夏汽车 sz002607$ $中兴通讯 sz000063$ $华谊兄弟 sz300027$ |一旦遇见“...', '2018-06-23 22:24:18')
('泰合健康+智飞生物+三一重工+祥和实业，后期或有惊人走势$建新股份 sz300107$ $亚夏汽车 sz002607$ $中兴通讯 sz000063$ $华谊兄弟 sz300027$ 马旷盈的秒...', '2018-06-23 22:13:56')
('生物制药又一龙头，泰和健康尾盘大单锁仓，6月或将赶超亚夏汽车$北斗星通 sz002151$ $贵广网络 sh600996$ $欧菲科技 sz002456$ $京东方Ａ sz000725$ 马旷盈的秒...', '2018-06-23 22:07:25')
('生物制药又一龙头，泰和健康尾盘大单锁仓，6月或将赶超亚夏汽车$海通证券 sh600837$ $紫光国微 sz002049$ $鹏鹞环保 sz300664$ $兴发集团 sh600141$ 马旷盈的秒...', '2018-06-23 22:07:20')
('生物制药又一龙头，泰和健康尾盘大单锁仓，6月或将赶超亚夏汽车$招商银行 sh600036$ $恒瑞医药 sh600276$ $东方园林 sz002310$ $分众传媒 sz002027$ 马旷盈的秒...', '2018-06-23 22:06:34')
('发布了头条文章：《亚夏汽车 中天科技 泰和新材 三泰控股， 揭竿而起，对抗大盘？！》$亚夏汽车 sz002607$中天科技 sh600522$泰和新材 sz002254$三泰控股 sz002312$上证指数 sh000001$ |亚夏汽车 ...', '2018-06-23 21:24:59')
('顶级短线老股民：分享给新手的短线快速获利实战经验，大道至简$来伊份 sh603777$ $深深宝Ａ sz000019$ $亚夏汽车 sz002607$ $路畅科技 sz002813$ 马旷盈的秒...', '2018-06-23 21:03:11')
('芯片最强龙头曝光，大股东豪斥890万股增持，18年超亚夏汽车$北辰实业 sh601588$ $康德莱 sh603987$ $中科创达 sz300496$ $世纪天鸿 sz300654$ 马旷盈的秒...', '2018-06-23 21:00:33')
('顶级股神分享MACD选股四大步骤，精通轻松捕抓涨停龙头股！#贵州茅台 sh600519[股票]# $中国平安 sh601318$ $五粮液 sz000858$ $亚夏汽车 sz002607$ 郑傅琦看盘...', '2018-06-23 17:16:03')
('#今日看盘#我发表了头条文章:《下周策略》#微博股票# @微博股票点评团$超频三 sz300647$ $亚夏汽车 sz002607$ @VPlus会员 |下周策略', '2018-06-23 11:50:10')
('A股史上最犀利的“MACD”战法，字字珠玑，值得散户深读3日！$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-23 11:27:48')
('年度黑马来袭？工业富联+神州长城+八一钢铁+亚夏汽车,$工业富联 sh601138$ $神州长城 sz000018$ $八一钢铁 sh600581$ $亚夏汽车 sz002607$ #个股推荐与走势分析# #短线牛股# #财经趣闻# 月落玩财经...', '2018-06-23 08:54:17')
('一旦遇见“线上阴线试盘”股票形态，坚决满仓捂股，股价再飞冲天$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-23 08:50:48')
('顶级短线高手分享短线卖出信号，简单易懂 $亚夏汽车 sz002607$ $路畅科技 sz002813$ $工业富联 sh601138$ $智动力 sz300686$ 马旷盈的秒...', '2018-06-23 08:39:22')
('顶级短线高手分享短线卖出信号，简单易懂 $冀东水泥 sz000401$ $来伊份 sh603777$ $深深宝Ａ sz000019$ $亚夏汽车 sz002607$ 马旷盈的秒...', '2018-06-23 08:39:07')
('股票一旦出现“跌停式”试盘，万万不可卖出，坚决捂股必疯涨！$创维数字 sz000810$ $来伊份 sh603777$ $深深宝Ａ sz000019$ $亚夏汽车 sz002607$ 马旷盈的秒...', '2018-06-23 08:23:56')
('操盘手10年心得：庄家洗盘还是出货，只需看一眼换手率就够了！$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-23 04:41:30')
('发布了头条文章：《大盘缩量企稳阶段：超频三 亚夏汽车 红宇新材 宁德时代》 \ue627 微博股票 $超频三 sz300647$ $亚夏汽车 sz002607$ $红宇新材 sz300345$ $宁德时代 sz300750$ |大盘缩量企...', '2018-06-23 04:34:53')
('短线“指标之王”CCI指标，庄家不愿提及，学会股市就是提款机$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-23 03:50:12')
('一旦股票出现“三线金叉”洗盘信号,打死也不要卖,股价将一路疯涨$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-23 03:49:40')
('"CCI"才是股"CCI"才是股市唯一100%获利指标，牢记三大标准，股市$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-23 03:31:28')
('平滑移动平均线MACD指标详解 MACD抓涨技巧战略炒股十拿九稳$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-23 03:24:37')
('发布了头条文章：《弱者坐待时机，强者制造时机》 不同时期，不同仓位，特殊时期，学会空仓。$上证指数 sh000001$ $超频三 sz300647$ $亚夏汽车 sz002607$ \ue627 今日看盘 |弱者坐待时...', '2018-06-23 02:48:24')
('发布了头条文章：《下周创业板将现反弹的重要时机》 #今日看盘# @微博股票 #亚夏汽车 sz002607[股票]# |下周创业板...', '2018-06-22 23:49:32')
('发布了头条文章：《关键走势精心布局；隆盛科技 亚夏汽车 亚夏汽车 长城影视 》 #新浪财经头条# #新浪看点# #上证快讯# $隆盛科技 sz300680$ $亚夏汽车 sz002607$ $亚夏汽车 sz002607$ $长城影视 sz002071$ |关键走势精...', '2018-06-22 22:40:40')
('发布了头条文章：《史上最全成交量买卖技巧，送给股市迷茫的你》 #新浪财经头条# #新浪看点# #股市~a股~大盘~股票# \ue627头条文章 $亚夏汽车 sz002607$ +$红宇新材 sz300345$ +$格力电器 sz000651$ +$宁德时代 sz300750$ |史上最全成...', '2018-06-22 21:32:26')
('“KDJ+MACD”是A股唯一赚钱指标，牢记五点，再忙也要花3分钟看完$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-22 17:59:36')
('在市场人气低迷的情况下，今日沪深两市大盘均是一个低开格局，开盘后，上证综指大盘最低下探到了2837点，之后在护盘资金入场的推动下，大盘出现了企稳回升，午盘收盘前出现了翻红。#今日看盘# $亚夏汽车 sz002607$ #投资达人说 # $华谊兄弟 sz300027$ @微博股票', '2018-06-22 17:57:34')
('每一只N连板妖股的出现，自身附带的概念题材都会引发资金的扩散炒作。从宏川智慧（=次新+物流+油气+粤港澳）、亚夏汽车（=重组概念+职业教育+汽车股）到超频三、猛狮科技都是如此。这一点每一个投资者都需要牢记，下次再出现妖股时，可以比后知后觉的资金形成先手优势。在短线热点投资者眼里，今天整 ...展开全文c', '2018-06-22 13:08:59')
('亚夏汽车被揍了，必须改变，总是一票 买好几天，不挨揍才怪', '2018-06-22 12:30:21')
('美国是世界上最强大的国家，不踢世界杯；中国是世界上第二大经济体，也不踢世界杯。由此可以看出，世界杯只是落后国家给强大国家的娱乐表演而已，不是什么高大上的运动项目。我们老祖宗为了这事还特意发明了一个成语 ‘美中不足 纯属娱乐#投资达人说 # #华谊兄弟 sz300027[股票]# ...展开全文c', '2018-06-22 12:11:43')
('长城影视公告，控股股东长城集团及其一致行动人、董监高及部分核心员工于6月22日合计增持227.09万股，增持金额1300万元。上述增持人计划自6月22日起6个月内合计增持金额不低于5000万元，不高于1亿元#今日看盘# $亚夏汽车 sz002607$ #投资达人说 # $华谊兄弟 sz300027$ @微博股票', '2018-06-22 11:03:42')
('沪深交易所最新数据显示，截至6月21日，A股融资融券余额为9305.49亿元，较前一交易日下降72.75亿元，至此两融余额已经九连降，续创近10个月新低。#今日看盘# @微博股票 $亚夏汽车 sz002607$ #投资达人说 # $华谊兄弟 sz300027$', '2018-06-22 10:58:43')
('今年以来下跌超过20%的板块是有被超卖的迹象的，因为当前经济并没有下滑，这个行业的业绩并没有20%的跌幅，但是板块股价下跌却超过了20%，也就意味着市场对这个板块的预期过于板块，这些板块是可以做一些配置的。@微博股票 #投资达人说 # $亚夏汽车 sz002607$ #今日看盘# $华谊兄弟 sz300027$', '2018-06-22 10:06:52')
('抄底机会是否已至？在问及当前是否到了抄底A股的时机时，李大霄表示，中国优秀的核心资产仍然是在全球市场是低估的，对于这部分资产投资者可以选择进场了。@微博股票 #今日看盘# $亚夏汽车 sz002607$ #投资达人说 # $华谊兄弟 sz300027$', '2018-06-22 10:05:44')
('周五两市低开早盘杀跌,沪深股指再刷新低,随后震荡走高全线上涨,沪市最低下探2889.76点,报2887.72点,涨0.49%,深市三大股指走势较强,深成指、中小板涨逾1%，创业板收盘1549.66点，最低1506.62点，大涨1.84%，两市成交2993亿元较昨日萎缩了16%，创出一年新地量。@微博股票 #今日看盘# $亚夏汽车 sz002607 ...展开全文c', '2018-06-22 10:04:27')
('低位超跌反弹龙头002684猛狮科技4板，加上沧州明珠上2板，带动锂电股整体活跃爆发。另外，市场传闻对于股权质押爆仓相关消息令相关股权质押较重的票出现超跌反弹，加上超跌股中涨价+厉害的刺激票也是反弹的主流，兄弟科技2板，冀凯股份三板。#今日看盘# $亚夏汽车 sz002607$ #投资达人说 # ...展开全文c', '2018-06-22 09:13:07')
('今天指数再创新低，不过明显市场人气回暖比较明显，一方面强势股中，超频三大妖，红宇新材助攻，宏川智慧、彩讯股份、集泰股份等强势股反弹；不过更重要的人气确实在超跌反弹股这块。#今日看盘# $亚夏汽车 sz002607$ #投资达人说 # $华谊兄弟 sz300027$ @微博股票', '2018-06-22 09:11:23')
('股市唯一不骗人RSI的指标，总是能买在低点卖在高点，受益终身$南京证券 sh601990$ $工业富联 sh601138$ $亚夏汽车 sz002607$ $江丰电子 sz300666$ 胡亦彰的秒...', '2018-06-22 09:10:44')
('发布了头条文章：《股票换手率高说明了什么？怎样靠它选股？》 #002264新华都##002450康得新##600516方大炭素##002607亚夏汽车#|股票换手率...', '2018-06-22 08:47:45')
('布林指标：防危增胜，绝佳参照#亚夏汽车 sz002607[股票]# 颂娟评股的...', '2018-06-22 07:24:34')
('美国据悉要求日本买家停止伊朗石油进口不但自己善变，还影响别国。周末多看看消息吧，老美这个善变的雷。#华谊兄弟 sz300027[股票]# #亚夏汽车 sz002607[股票]# #新浪财经# #原创首发# #今日看盘# @微博股票', '2018-06-22 05:27:29')
('广州充电基础设施补贴标准出炉 建桩用电均有补贴今日消息广州市工业和信息化委员会发布了《广州市电动汽车充电基础设施补贴资金管理办法》,办法规定了对充电设施建设项目和专用、公用充电设施给予年度运营电量的补贴标准。充电设施建设项目的补贴对象为直流充电桩、交直流一体化充电桩、交流充电桩、 ...展开全文c', '2018-06-22 05:26:02')
('股市里900%MACD赚钱口诀：“正区死叉”，看跌；负区死叉”，看涨$中国重工 sh601989$ $建新矿业 sz000688$ $中兴通讯 sz000063$ $亚夏汽车 sz002607$ 胡亦彰的秒...', '2018-06-22 05:13:28')
('一文详解MACD顶背离战法，通俗易懂，尽分享一次#亚夏汽车 sz002607[股票]# 颂娟评股的...', '2018-06-22 05:04:12')
('年度黑马来袭？神州长城+八一钢铁+三一重工+亚夏汽车,$神州长城 sz000018$ $八一钢铁 sh600581$ $三一重工 sh600031$ $亚夏汽车 sz002607$ #个股推荐与走势分析# #短线牛股# #财经趣闻# 月落玩财经...', '2018-06-22 04:58:28')
('三分钟教你学会筹码选股技巧，一学就懂，发现股票遍地都是金#亚夏汽车 sz002607[股票]# 颂娟评股的...', '2018-06-22 04:55:11')
('中国股市经验：不学好这个指标无法立足！MACD战法精髓详解#亚夏汽车 sz002607[股票]# 颂娟评股的...', '2018-06-22 04:35:46')
('#002607亚夏汽车#一文详解BOLL布林线指标实战技巧，学会将在股市中受益匪浅！ 先锋晓晓的...', '2018-06-22 03:56:20')
('发布了头条文章：《门没锁论股：【点击查看、股民在2837点该如何应对】》 炒股苦不苦、想象长征二万五，炒股累不累、想象革命老前辈，再苦再累就当自己是二百五，再难再险、就当自己是二皮脸。$华谊兄弟 sz300027$ $超频三 sz300647$ $亚夏汽车 sz002607$ $猛狮科技 sz002684$ |门没锁论...', '2018-06-22 03:33:55')
('简单实用均线操盘战略：20日均线买卖法图解#亚夏汽车 sz002607[股票]# 工业富联(601138)# 颂娟评股的...', '2018-06-22 03:18:10')
('股票技术分析：如何运用30日均线做波段买卖？#亚夏汽车 sz002607[股票]# 颂娟评股的...', '2018-06-22 03:16:49')
('如何用趋势线判断大盘转折点？看懂的都赚钱了！#亚夏汽车 sz002607[股票]# 颂娟评股的...', '2018-06-22 03:05:38')
('#投资达人说# #今日看盘# @微博股票 $亚夏汽车 sz002607$ $红宇新材 sz300345$ 有消息称，部分券商确曾收到有关股权质押的口头通知，股权质押强平将受限制，需要上报征得同意。这或许对今日杀跌来说是很不错的利好刺激，大家注意到了男神直播间中线股 新安股份 600596 尾盘再 ...展开全文c', '2018-06-22 02:56:41')
('沪深股指今日再创新低，虽然日内是反弹趋势，但不代表就见底了，还需要后市走势的观察。探底的过程是痛苦的，因为不知道哪里才是真正的底，容易出现误判，并且漫长难熬，很多散户这波深套已经躺着不动了，我也建议深套的不要想着割肉了，再难熬也坚持下。@微博股票 #今日看盘# $亚夏汽车 sz002607$ ...展开全文c', '2018-06-22 02:50:42')
